Student ID,Gender,Age,Family Size,Parent's Education,Student's Education,Subject,Period 1 Grade,Period 2 Grade,Period 3 Grade,Period 4 Grade,Social Factor 1,Social Factor 2,College Related Feature 1,College Related Feature 2
40,Female,21,Small,Secondary,Secondary,Machine Learning,19,19,12,18,High,Medium,3,3
41,Female,21,Small,Higher,Secondary,Machine Learning,10,16,16,17,Low,Medium,3,3
42,Male,18,Small,Secondary,Higher,Mathematics,20,17,11,12,Medium,Medium,3,3
43,Female,18,Small,Secondary,Secondary,Machine Learning,13,17,12,17,Medium,High,5,3
44,Male,21,Medium,Higher,Secondary,Machine Learning,20,12,16,11,Medium,Low,5,2
45,Male,21,Medium,Higher,Secondary,Machine Learning,20,11,20,11,Low,High,5,3
46,Male,21,Medium,Higher,Higher,Mathematics,11,15,10,18,Medium,Medium,5,4
47,Male,18,Medium,Secondary,Higher,Mathematics,15,11,12,13,High,High,2,5
48,Female,20,Medium,Secondary,Higher,Machine Learning,18,18,10,14,High,Medium,3,4
49,Female,18,Small,Secondary,Higher,Mathematics,18,15,10,13,High,Low,5,5
50,Female,19,Medium,Secondary,Secondary,Mathematics,15,14,15,18,Low,High,3,4
51,Female,20,Medium,Higher,Secondary,Mathematics,13,11,13,15,High,Low,5,5
52,Male,21,Medium,Secondary,Higher,Mathematics,14,12,12,16,Low,Low,4,5
53,Male,21,Small,Secondary,Secondary,Mathematics,12,13,15,20,Low,High,3,2
54,Male,20,Small,Higher,Higher,Mathematics,11,11,12,12,Low,High,4,3
55,Male,20,Medium,Secondary,Secondary,Machine Learning,14,19,17,20,High,Low,5,3
56,Male,18,Medium,Secondary,Higher,Machine Learning,10,20,12,11,Low,Medium,5,2
57,Male,18,Small,Higher,Higher,Machine Learning,12,12,10,19,Low,High,2,5
58,Female,18,Medium,Secondary,Higher,Machine Learning,11,18,16,11,High,Medium,5,5
59,Female,21,Small,Higher,Higher,Machine Learning,12,15,13,15,High,Medium,3,3
60,Male,19,Medium,Higher,Secondary,Mathematics,13,20,13,11,Low,Low,2,4
61,Female,18,Medium,Secondary,Secondary,Mathematics,15,18,16,20,High,Medium,2,5
62,Male,20,Medium,Higher,Higher,Machine Learning,15,12,19,10,Low,Medium,4,4
63,Male,19,Medium,Higher,Secondary,Machine Learning,18,10,13,14,Low,High,3,4
64,Female,21,Medium,Secondary,Higher,Machine Learning,19,20,13,19,Medium,High,3,5
65,Female,20,Small,Higher,Higher,Machine Learning,18,19,19,10,Medium,High,4,5
66,Male,20,Small,Higher,Higher,Mathematics,15,13,12,10,High,Low,5,3
67,Female,18,Medium,Secondary,Higher,Machine Learning,11,18,19,20,Medium,High,3,2
68,Female,18,Medium,Higher,Higher,Machine Learning,15,16,10,20,High,Low,5,3
69,Female,18,Medium,Secondary,Higher,Machine Learning,13,16,15,13,Low,Medium,5,2
70,Female,20,Medium,Higher,Secondary,Mathematics,15,15,14,20,Low,Medium,2,3
71,Male,19,Small,Secondary,Higher,Machine Learning,14,19,14,11,High,Medium,5,5
72,Female,19,Medium,Higher,Secondary,Machine Learning,17,20,16,20,Medium,High,4,5
73,Male,21,Medium,Secondary,Secondary,Machine Learning,17,15,15,20,High,Low,4,2
74,Male,20,Medium,Secondary,Secondary,Machine Learning,12,17,19,16,Low,High,3,2
75,Female,20,Medium,Higher,Higher,Machine Learning,10,16,18,13,Low,Low,5,2
76,Male,19,Small,Higher,Higher,Machine Learning,12,10,20,16,Low,Medium,2,3
77,Female,21,Medium,Higher,Secondary,Machine Learning,14,17,13,10,High,Medium,4,2
78,Male,20,Medium,Higher,Higher,Mathematics,15,14,19,16,Medium,High,3,4
79,Male,20,Medium,Secondary,Secondary,Mathematics,17,16,20,13,Low,Medium,5,5
80,Female,20,Medium,Higher,Secondary,Mathematics,20,10,14,12,Low,High,3,5
81,Female,18,Medium,Secondary,Higher,Mathematics,13,10,11,12,Medium,Low,2,3
82,Male,19,Medium,Higher,Higher,Machine Learning,12,20,16,12,Low,Medium,4,2
83,Male,20,Medium,Secondary,Secondary,Machine Learning,19,13,12,12,Low,High,5,2
84,Male,18,Small,Higher,Secondary,Mathematics,11,19,19,15,High,Medium,5,4
85,Male,20,Medium,Secondary,Secondary,Mathematics,16,16,20,11,Medium,High,3,2
86,Male,18,Medium,Secondary,Higher,Mathematics,17,17,10,11,Medium,Low,5,3
87,Female,18,Small,Secondary,Secondary,Mathematics,16,15,19,12,Low,Low,2,5
88,Female,19,Small,Secondary,Secondary,Machine Learning,11,11,13,10,Medium,Medium,3,4
89,Male,18,Small,Secondary,Secondary,Machine Learning,15,12,11,20,High,High,2,3
90,Male,19,Medium,Higher,Higher,Mathematics,12,18,17,10,High,High,5,2
91,Female,20,Medium,Higher,Higher,Machine Learning,19,11,15,12,Medium,Low,2,5
92,Female,18,Medium,Secondary,Secondary,Mathematics,17,17,13,17,Low,Medium,5,5
93,Male,18,Small,Secondary,Higher,Machine Learning,17,13,12,14,Medium,Medium,2,2
94,Male,21,Small,Secondary,Secondary,Mathematics,14,18,15,10,Low,High,5,4
95,Male,20,Medium,Secondary,Secondary,Mathematics,10,11,16,18,Medium,High,3,3
96,Female,21,Medium,Secondary,Higher,Mathematics,15,20,20,19,High,Low,5,4
97,Female,21,Small,Secondary,Secondary,Machine Learning,19,14,11,14,Medium,Medium,2,2
98,Male,20,Small,Secondary,Secondary,Mathematics,20,16,16,13,High,Medium,4,5
99,Female,20,Medium,Secondary,Higher,Machine Learning,12,18,13,17,High,Low,3,4
100,Male,21,Medium,Secondary,Higher,Mathematics,13,20,13,10,Medium,Medium,2,5
101,Male,21,Small,Higher,Secondary,Mathematics,19,10,17,14,Low,High,5,3
102,Female,21,Medium,Higher,Secondary,Mathematics,16,19,19,20,High,Medium,4,5
103,Female,20,Small,Secondary,Higher,Machine Learning,11,17,14,10,Low,Low,2,2
104,Male,21,Medium,Secondary,Higher,Mathematics,20,13,10,15,High,High,3,3
105,Male,19,Medium,Higher,Higher,Mathematics,18,14,12,15,Medium,Medium,2,5
106,Female,18,Small,Secondary,Secondary,Machine Learning,14,16,19,12,High,Medium,5,2
107,Female,18,Medium,Higher,Higher,Mathematics,14,12,18,10,Low,Medium,3,3
108,Female,21,Small,Higher,Higher,Mathematics,11,14,13,20,Medium,Low,3,4
109,Male,20,Small,Secondary,Secondary,Mathematics,19,14,17,17,Low,Low,4,3
110,Male,19,Medium,Higher,Higher,Mathematics,16,12,10,20,Medium,Medium,3,5
111,Male,19,Medium,Secondary,Higher,Mathematics,18,11,11,11,Medium,Medium,2,4
112,Male,21,Medium,Secondary,Higher,Machine Learning,17,16,10,20,Low,Low,5,3
113,Male,19,Medium,Higher,Higher,Mathematics,20,17,11,15,High,Low,2,2
114,Female,20,Small,Higher,Secondary,Machine Learning,13,19,15,18,Medium,Low,4,3
115,Male,21,Small,Higher,Higher,Machine Learning,20,11,11,10,Medium,High,3,2
116,Female,19,Small,Secondary,Higher,Machine Learning,13,17,20,14,High,Low,2,5
117,Female,20,Medium,Higher,Secondary,Machine Learning,13,12,20,13,High,Low,2,5
118,Male,19,Small,Higher,Secondary,Mathematics,11,13,19,11,Medium,High,4,4
119,Female,20,Small,Secondary,Higher,Mathematics,12,20,11,18,Medium,Medium,4,3
120,Female,21,Medium,Higher,Secondary,Machine Learning,18,10,17,14,Medium,High,4,5
121,Female,18,Small,Secondary,Secondary,Mathematics,19,17,17,17,High,Low,2,4
122,Female,20,Small,Higher,Secondary,Mathematics,16,20,12,12,Low,Low,3,2
123,Male,18,Medium,Secondary,Secondary,Machine Learning,19,11,19,11,Low,High,2,5
124,Female,18,Small,Higher,Secondary,Machine Learning,12,11,20,17,Low,Low,4,4
125,Male,20,Medium,Secondary,Secondary,Mathematics,11,15,10,12,High,High,2,4
126,Female,21,Medium,Higher,Secondary,Mathematics,12,17,20,19,Low,Low,3,4
127,Female,21,Medium,Higher,Secondary,Machine Learning,19,16,14,13,High,High,5,5
128,Male,21,Medium,Secondary,Higher,Machine Learning,16,20,20,12,Low,Low,3,4
129,Male,20,Small,Higher,Higher,Machine Learning,20,14,11,19,Medium,Medium,2,2
130,Female,18,Small,Higher,Secondary,Mathematics,19,17,19,11,High,Low,2,4
131,Female,19,Medium,Higher,Secondary,Machine Learning,17,14,19,15,High,High,4,5
132,Male,20,Small,Secondary,Secondary,Mathematics,10,20,17,16,Medium,Low,2,5
133,Male,19,Small,Secondary,Higher,Machine Learning,20,20,19,18,Low,Medium,5,3
134,Male,21,Medium,Secondary,Secondary,Machine Learning,13,14,11,13,Low,Low,2,3
135,Male,21,Medium,Higher,Secondary,Machine Learning,10,19,13,15,Medium,Medium,2,2
136,Male,18,Small,Higher,Secondary,Machine Learning,16,16,20,11,Low,Low,3,5
137,Male,20,Small,Secondary,Secondary,Mathematics,15,10,12,13,Medium,High,4,3
138,Male,20,Small,Higher,Higher,Mathematics,17,17,10,15,High,Low,5,4
139,Male,21,Small,Secondary,Secondary,Machine Learning,19,14,14,16,Medium,Low,5,2
140,Male,21,Small,Higher,Higher,Machine Learning,17,10,12,14,High,High,2,5
141,Female,18,Medium,Secondary,Higher,Mathematics,17,14,17,16,High,High,5,5
142,Female,18,Medium,Higher,Secondary,Machine Learning,12,16,12,15,Low,Medium,5,4
143,Female,19,Small,Higher,Higher,Mathematics,16,11,11,18,Medium,High,4,5
144,Male,18,Small,Secondary,Secondary,Mathematics,19,19,18,19,High,High,4,4
145,Male,18,Medium,Secondary,Higher,Mathematics,12,16,14,10,Medium,High,3,5
146,Female,20,Medium,Higher,Secondary,Machine Learning,13,14,20,18,Low,Low,4,4
147,Male,21,Small,Secondary,Higher,Mathematics,19,18,16,15,Low,Low,2,2
148,Male,20,Small,Secondary,Higher,Machine Learning,16,19,11,18,Medium,Medium,5,5
149,Female,19,Small,Secondary,Higher,Machine Learning,18,11,19,20,Medium,High,4,3
150,Male,18,Small,Secondary,Secondary,Machine Learning,16,19,20,17,Medium,Low,5,4
151,Male,19,Medium,Secondary,Secondary,Machine Learning,12,12,12,11,Medium,Low,2,2
152,Male,20,Medium,Secondary,Secondary,Mathematics,18,17,14,13,Medium,Low,3,4
153,Female,21,Small,Higher,Higher,Mathematics,14,13,17,16,Medium,High,4,2
154,Male,21,Small,Higher,Higher,Machine Learning,15,19,10,11,Medium,Medium,2,3
155,Female,18,Small,Higher,Higher,Machine Learning,17,20,15,20,High,Medium,5,2
156,Female,21,Medium,Secondary,Higher,Machine Learning,12,15,15,15,Low,Medium,3,5
157,Female,19,Medium,Higher,Higher,Mathematics,16,16,15,20,Low,Low,3,4
158,Male,21,Medium,Higher,Higher,Mathematics,12,10,11,12,Low,Medium,4,5
159,Male,18,Small,Higher,Secondary,Mathematics,18,17,20,13,Medium,Medium,4,2
160,Male,20,Small,Higher,Higher,Mathematics,16,16,18,13,High,Low,3,4
161,Female,19,Medium,Secondary,Higher,Machine Learning,20,19,19,11,High,Medium,4,3
162,Male,18,Medium,Secondary,Higher,Mathematics,17,15,19,10,Medium,High,3,5
163,Female,18,Small,Secondary,Higher,Machine Learning,15,13,13,17,Low,Low,2,4
164,Male,18,Medium,Secondary,Secondary,Machine Learning,14,20,12,19,High,High,4,5
165,Female,21,Small,Secondary,Higher,Machine Learning,12,18,11,16,Medium,Medium,5,2
166,Male,18,Medium,Secondary,Higher,Mathematics,13,16,20,17,Low,High,3,4
167,Male,20,Medium,Higher,Higher,Machine Learning,18,12,20,12,Low,High,2,2
168,Male,21,Small,Higher,Secondary,Machine Learning,20,19,19,18,Medium,Low,5,2
169,Female,21,Small,Higher,Higher,Machine Learning,16,12,15,20,High,Low,4,5
170,Female,18,Small,Higher,Higher,Mathematics,13,12,19,20,High,Low,3,3
171,Male,18,Medium,Secondary,Higher,Mathematics,19,18,20,13,Medium,Low,2,4
172,Male,20,Medium,Secondary,Higher,Machine Learning,19,14,16,16,Low,Low,2,5
173,Male,21,Medium,Higher,Secondary,Mathematics,15,17,17,14,High,High,3,4
174,Male,20,Small,Secondary,Higher,Machine Learning,20,17,18,11,Low,High,2,2
175,Male,18,Medium,Secondary,Higher,Mathematics,17,15,13,20,Low,High,2,2
176,Female,19,Medium,Secondary,Secondary,Machine Learning,20,11,20,13,Low,High,3,2
177,Male,18,Small,Higher,Secondary,Machine Learning,19,14,18,17,Medium,High,3,3
178,Female,18,Small,Secondary,Secondary,Mathematics,20,11,16,13,Low,Low,3,2
179,Male,20,Small,Higher,Higher,Machine Learning,20,11,12,18,Medium,Low,2,2
180,Female,20,Small,Higher,Higher,Mathematics,13,12,12,18,Low,Low,2,4
181,Male,18,Small,Higher,Higher,Machine Learning,12,20,16,16,Medium,Low,4,3
182,Male,19,Small,Secondary,Secondary,Machine Learning,11,20,10,11,Low,High,2,2
183,Male,19,Small,Secondary,Secondary,Machine Learning,16,15,20,17,Low,Low,4,4
184,Male,21,Small,Secondary,Higher,Machine Learning,13,11,14,16,Low,Low,4,4
185,Female,18,Medium,Secondary,Higher,Machine Learning,14,18,16,17,High,Medium,4,2
186,Male,18,Medium,Secondary,Secondary,Mathematics,13,15,16,18,Low,Medium,3,4
187,Female,21,Small,Secondary,Secondary,Mathematics,18,10,17,14,Medium,Low,2,3
188,Male,18,Medium,Secondary,Higher,Machine Learning,17,11,11,15,Low,Low,3,4
189,Male,18,Small,Higher,Secondary,Machine Learning,20,17,11,13,Low,High,4,3
190,Female,18,Small,Secondary,Secondary,Machine Learning,17,20,19,12,Medium,Low,4,4
191,Female,20,Medium,Secondary,Higher,Machine Learning,12,10,18,15,High,Medium,4,5
192,Male,20,Small,Secondary,Higher,Machine Learning,17,12,11,13,Medium,Medium,4,5
193,Female,19,Medium,Secondary,Secondary,Mathematics,16,12,12,19,Medium,Medium,2,5
194,Female,18,Medium,Secondary,Secondary,Machine Learning,19,19,20,17,High,High,4,3
195,Male,18,Small,Secondary,Higher,Machine Learning,15,19,17,14,Low,Low,3,2
196,Male,19,Small,Secondary,Higher,Mathematics,19,10,15,18,Medium,Medium,3,5
197,Male,18,Small,Higher,Higher,Machine Learning,20,13,11,19,Medium,Medium,3,3
198,Female,19,Medium,Secondary,Secondary,Machine Learning,19,20,13,18,Low,Medium,5,4
199,Male,20,Medium,Secondary,Higher,Machine Learning,13,14,17,13,Medium,Low,3,2
200,Male,19,Medium,Higher,Secondary,Mathematics,19,12,20,11,High,Medium,3,5
201,Male,21,Small,Secondary,Higher,Mathematics,16,13,15,18,Medium,Low,5,4
202,Male,18,Medium,Secondary,Higher,Mathematics,16,11,16,17,High,Low,4,3
203,Female,19,Medium,Higher,Higher,Mathematics,18,15,14,12,High,Low,4,2
204,Female,19,Medium,Higher,Higher,Machine Learning,11,17,14,11,High,High,4,5
205,Female,20,Medium,Higher,Secondary,Machine Learning,20,17,20,19,High,High,2,4
206,Male,19,Medium,Secondary,Higher,Machine Learning,10,15,12,18,Medium,Medium,3,4
207,Female,18,Medium,Higher,Secondary,Machine Learning,13,20,14,17,Medium,Medium,2,3
208,Female,18,Small,Higher,Higher,Mathematics,16,17,18,17,Low,Medium,4,4
209,Male,20,Small,Higher,Higher,Mathematics,16,19,11,16,Medium,Low,5,4
210,Male,18,Small,Secondary,Secondary,Machine Learning,17,17,20,10,High,High,2,4
211,Female,21,Medium,Higher,Secondary,Machine Learning,20,13,11,10,High,Low,4,3
212,Female,20,Medium,Higher,Higher,Machine Learning,16,20,15,18,Medium,High,4,3
213,Male,21,Medium,Higher,Higher,Mathematics,10,11,18,14,Medium,High,4,5
214,Male,20,Small,Secondary,Higher,Mathematics,20,11,13,13,High,Medium,3,4
215,Male,20,Small,Higher,Higher,Machine Learning,14,18,19,18,High,Low,3,3
216,Female,21,Small,Higher,Higher,Machine Learning,15,17,18,18,High,Medium,4,2
217,Female,18,Small,Higher,Secondary,Machine Learning,13,13,15,19,High,Low,5,3
218,Male,20,Small,Secondary,Secondary,Mathematics,16,17,15,12,High,Low,5,3
219,Male,18,Medium,Secondary,Secondary,Mathematics,17,15,19,14,Low,High,3,4
220,Male,19,Medium,Higher,Higher,Mathematics,12,14,11,16,Low,Medium,5,4
221,Male,19,Medium,Secondary,Higher,Mathematics,18,16,16,13,Medium,High,5,4
222,Male,20,Medium,Higher,Secondary,Mathematics,12,18,14,20,High,Low,5,4
223,Male,18,Medium,Secondary,Secondary,Machine Learning,15,20,13,11,High,Low,2,5
224,Female,20,Small,Secondary,Higher,Mathematics,15,13,16,12,High,Low,5,4
225,Female,19,Medium,Secondary,Secondary,Machine Learning,13,15,19,13,Medium,High,3,4
226,Male,20,Medium,Higher,Higher,Mathematics,13,16,18,14,High,Medium,4,2
227,Female,19,Small,Higher,Secondary,Mathematics,10,18,11,19,Low,Low,4,3
228,Male,18,Small,Secondary,Secondary,Mathematics,10,14,20,14,Medium,Medium,3,3
229,Female,20,Medium,Secondary,Higher,Mathematics,16,10,10,16,High,High,5,4
230,Female,19,Medium,Higher,Higher,Machine Learning,16,15,16,11,High,Medium,5,5
231,Female,18,Small,Higher,Higher,Mathematics,16,11,20,15,High,Medium,5,2
232,Male,19,Medium,Secondary,Higher,Mathematics,11,18,11,14,Medium,Medium,3,5
233,Female,18,Small,Higher,Secondary,Mathematics,13,20,12,16,Medium,Medium,5,5
234,Male,21,Small,Higher,Higher,Machine Learning,15,16,20,15,Low,Low,3,5
235,Male,18,Small,Higher,Secondary,Machine Learning,11,11,17,20,High,Medium,2,4
236,Female,19,Medium,Secondary,Higher,Mathematics,16,10,11,18,Medium,Low,2,4
237,Male,18,Small,Secondary,Secondary,Mathematics,18,12,11,18,Medium,High,4,3
238,Female,20,Medium,Secondary,Higher,Machine Learning,12,11,11,20,Medium,Low,3,3
239,Female,19,Small,Secondary,Secondary,Mathematics,12,18,11,15,High,Low,2,4
240,Female,19,Medium,Secondary,Secondary,Machine Learning,20,10,14,13,Medium,High,5,4
241,Female,20,Small,Secondary,Higher,Machine Learning,12,13,16,10,Low,Low,4,5
242,Female,20,Medium,Higher,Higher,Machine Learning,17,20,12,13,Medium,High,3,4
243,Female,21,Medium,Secondary,Secondary,Machine Learning,17,12,20,20,Low,High,2,4
244,Male,20,Small,Higher,Higher,Mathematics,10,16,10,10,Low,Medium,5,3
245,Female,18,Small,Secondary,Secondary,Mathematics,13,11,17,20,Medium,High,4,5
246,Female,18,Medium,Higher,Secondary,Mathematics,15,13,16,19,Low,Low,3,3
247,Female,21,Medium,Higher,Higher,Mathematics,17,12,16,17,Medium,Medium,4,2
248,Male,18,Medium,Secondary,Higher,Machine Learning,11,13,18,18,Medium,High,5,4
249,Male,19,Medium,Higher,Higher,Machine Learning,10,13,16,16,High,Low,5,2
250,Female,19,Small,Secondary,Secondary,Machine Learning,16,17,18,12,Low,High,5,2
251,Male,21,Medium,Higher,Higher,Machine Learning,20,12,16,14,High,High,2,2
252,Male,18,Small,Higher,Secondary,Machine Learning,20,20,10,12,Low,Low,3,5
253,Male,18,Medium,Higher,Higher,Mathematics,13,12,18,12,High,Medium,3,4
254,Male,21,Small,Higher,Higher,Mathematics,12,10,13,15,Medium,High,2,4
255,Male,20,Small,Secondary,Secondary,Mathematics,19,19,17,10,Low,Medium,4,4
256,Female,20,Small,Higher,Higher,Mathematics,16,18,18,17,Medium,Low,4,3
257,Female,18,Medium,Higher,Higher,Machine Learning,20,19,10,14,Low,High,3,3
258,Female,18,Small,Higher,Secondary,Machine Learning,11,11,11,11,Low,Low,3,2
259,Male,18,Small,Higher,Secondary,Machine Learning,17,15,16,15,Medium,High,4,5
260,Male,19,Small,Higher,Secondary,Mathematics,18,13,17,19,Low,Medium,4,3
261,Male,19,Medium,Secondary,Secondary,Machine Learning,16,17,19,15,High,Low,2,4
262,Female,20,Small,Secondary,Secondary,Machine Learning,17,16,14,20,High,Medium,5,4
263,Female,18,Medium,Higher,Higher,Mathematics,12,14,12,19,Low,Low,4,3
264,Female,18,Medium,Secondary,Higher,Mathematics,17,14,12,14,Medium,Medium,2,5
265,Female,18,Small,Higher,Higher,Machine Learning,11,17,11,10,Medium,High,4,2
266,Male,18,Medium,Secondary,Secondary,Machine Learning,13,17,11,15,Low,Low,5,3
267,Female,21,Small,Higher,Secondary,Machine Learning,17,18,12,15,Medium,High,4,2
268,Male,20,Medium,Secondary,Higher,Machine Learning,13,16,13,18,Low,High,2,5
269,Male,19,Medium,Higher,Secondary,Mathematics,20,10,10,20,High,Medium,5,3
270,Male,20,Small,Higher,Higher,Mathematics,17,19,13,11,High,Low,3,3
271,Female,21,Small,Higher,Secondary,Mathematics,12,18,14,11,Low,High,5,4
272,Male,18,Medium,Higher,Higher,Machine Learning,17,12,12,20,High,Low,2,4
273,Female,18,Small,Secondary,Higher,Machine Learning,15,18,19,18,Low,Medium,3,3
274,Male,18,Small,Secondary,Higher,Machine Learning,17,16,16,18,Medium,Low,5,4
275,Male,20,Small,Secondary,Higher,Mathematics,16,14,13,19,Low,Medium,3,3
276,Male,19,Medium,Higher,Secondary,Mathematics,15,18,16,14,Medium,High,5,4
277,Male,20,Small,Secondary,Higher,Mathematics,13,16,17,15,Low,High,4,3
278,Male,18,Small,Secondary,Higher,Machine Learning,10,17,18,14,Low,High,4,5
279,Male,18,Small,Higher,Secondary,Machine Learning,15,14,11,10,Low,High,3,4
280,Female,21,Small,Higher,Higher,Mathematics,15,13,14,10,Low,Low,3,4
281,Male,21,Medium,Secondary,Secondary,Machine Learning,12,19,12,12,Medium,Low,4,2
282,Male,21,Medium,Higher,Secondary,Mathematics,16,15,17,15,Medium,Medium,3,5
283,Male,20,Small,Secondary,Higher,Machine Learning,11,17,20,12,High,High,2,3
284,Male,21,Medium,Higher,Higher,Machine Learning,20,15,15,18,High,Medium,4,4
285,Male,19,Small,Secondary,Secondary,Mathematics,19,12,19,19,Low,Medium,4,5
286,Female,19,Medium,Higher,Secondary,Mathematics,13,12,16,16,Low,Low,5,3
287,Male,21,Small,Secondary,Secondary,Machine Learning,15,11,13,18,Medium,Medium,3,3
288,Female,19,Medium,Secondary,Secondary,Machine Learning,11,10,17,11,Low,Medium,4,5
289,Female,18,Medium,Secondary,Higher,Machine Learning,18,15,11,15,High,Medium,4,4
290,Female,19,Medium,Higher,Higher,Mathematics,11,12,10,18,Low,Medium,5,4
291,Male,20,Small,Higher,Secondary,Mathematics,10,18,10,14,Medium,Low,4,3
292,Male,20,Small,Higher,Secondary,Mathematics,15,15,16,10,Low,Low,4,3
293,Male,18,Small,Secondary,Secondary,Mathematics,13,20,13,10,Low,Low,2,3
294,Female,18,Medium,Secondary,Higher,Machine Learning,12,18,10,19,Low,Medium,5,5
295,Male,19,Small,Secondary,Secondary,Machine Learning,11,15,19,20,Medium,High,5,2
296,Female,20,Small,Higher,Secondary,Machine Learning,20,16,11,17,Low,High,2,2
297,Male,18,Medium,Secondary,Higher,Mathematics,11,17,18,10,Medium,High,5,3
298,Male,19,Medium,Higher,Secondary,Machine Learning,10,13,12,20,Medium,Medium,2,4
299,Male,21,Small,Higher,Higher,Machine Learning,16,15,10,14,Medium,High,3,5
300,Female,20,Small,Secondary,Higher,Machine Learning,16,15,13,13,Low,Medium,4,4
301,Female,21,Small,Secondary,Higher,Mathematics,19,20,19,10,Low,Medium,3,3
302,Female,18,Medium,Higher,Secondary,Mathematics,13,13,19,13,Low,Medium,5,2
303,Male,21,Small,Secondary,Secondary,Mathematics,20,20,19,17,High,Low,5,5
304,Male,20,Small,Secondary,Secondary,Mathematics,12,19,16,11,Low,Low,2,5
305,Male,18,Small,Higher,Higher,Mathematics,12,17,18,15,Low,High,5,2
306,Female,19,Medium,Secondary,Higher,Machine Learning,14,16,17,14,High,Medium,3,5
307,Female,20,Small,Higher,Secondary,Mathematics,17,12,15,10,Low,High,4,4
308,Female,21,Medium,Higher,Higher,Mathematics,11,11,18,13,Medium,Medium,5,5
309,Female,21,Small,Higher,Higher,Machine Learning,18,20,12,19,Low,Low,3,2
310,Male,20,Medium,Secondary,Higher,Machine Learning,12,16,15,10,Medium,High,4,4
311,Female,21,Small,Higher,Secondary,Machine Learning,13,17,13,14,High,Medium,4,5
312,Male,21,Medium,Secondary,Secondary,Machine Learning,18,16,13,12,Low,High,5,4
